OID_,ORIG_FID,MERGE_SRC,cat_ID_con,cat_ID,cat_ID_txt,Shape_Length,Shape_Area,AwcHuc12_non_north_area,AwcHuc12_north_area,AwcHuc12_wtd_north_per,AwcHuc12_cat_elev_ZONE_CODE,AwcHuc12_cat_elev_COUNT,AwcHuc12_cat_elev_AREA,AwcHuc12_cat_elev_MIN,AwcHuc12_cat_elev_MAX,AwcHuc12_cat_elev_RANGE,AwcHuc12_cat_elev_MEAN,AwcHuc12_cat_elev_STD,AwcHuc12_cat_elev_SUM,AwcHuc12_cat_elev_VARIETY,AwcHuc12_cat_elev_MAJORITY,AwcHuc12_cat_elev_MINORITY,AwcHuc12_cat_elev_MEDIAN,AwcHuc12_cat_elev_PCT90,AwcHuc12_wtd_elev_MIN,AwcHuc12_wtd_elev_MAX,AwcHuc12_wtd_elev_MEAN,AwcHuc12_wtd_elev_STD,AwcHuc12_wtd_slope_MIN,AwcHuc12_wtd_slope_MAX,AwcHuc12_wtd_slope_MEAN,AwcHuc12_wtd_slope_STD,AwcHuc12_cat_slope_ZONE_CODE,AwcHuc12_cat_slope_COUNT,AwcHuc12_cat_slope_AREA,AwcHuc12_cat_slope_MIN,AwcHuc12_cat_slope_MAX,AwcHuc12_cat_slope_RANGE,AwcHuc12_cat_slope_MEAN,AwcHuc12_cat_slope_STD,AwcHuc12_cat_slope_SUM,AwcHuc12_cat_slope_MEDIAN,AwcHuc12_cat_slope_PCT90,AwcHuc12_non_wetland_area,AwcHuc12_wetland_area,AwcHuc12_wtd_wet_per,AwcHuc12_wtd_glacier_area_sqm,AwcHuc12_wtd_glacier_per,AwcHuc12_wtd_lake_area_sqm,AwcHuc12_wtd_lake_per,AwcHuc12_wtd_lcld_mn_2001,AwcHuc12_wtd_lcld_mn_2002,AwcHuc12_wtd_lcld_mn_2003,AwcHuc12_wtd_lcld_mn_2004,AwcHuc12_wtd_lcld_mn_2005,AwcHuc12_wtd_lcld_mn_2006,AwcHuc12_wtd_lcld_mn_2007,AwcHuc12_wtd_lcld_mn_2008,AwcHuc12_wtd_lcld_mn_2009,AwcHuc12_wtd_lcld_mn_2010,AwcHuc12_wtd_lcld_mn_2011,AwcHuc12_wtd_lcld_mn_2012,AwcHuc12_wtd_lcld_mn_2013,AwcHuc12_wtd_lcld_mn_2014,AwcHuc12_wtd_lcld_mn_2015,AwcHuc12_wtd_lcld_mn_2016,AwcHuc12_wtd_lcld_mn_2017,AwcHuc12_wtd_lcld_mn_2018,AwcHuc12_wtd_lcld_mn_2019
61,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2061325,Bristol_Bay_2061325,2061325.000000000000000,2061325,122800.000000000000000,176135000.000000000000000,154416000.000000000000000,21719000.000000000000000,12.3308830,61,28575.000000000000000,2857500.000000000000000,18,39,21,29.537602799649946,4.653274168008111,844037.000000000000000,22,28,18,30,35,18,485,119.332146365004178,89.474311406702810,0.000000447729320,35.973274230957031,3.263267015048289,3.383169585743926,61,28575.000000000000000,2857500.000000000000000,0.000000447729320,15.598901748657227,15.598901300927906,1.736070960097142,2.066231746688041,49608.227684775818489,0.680234789848328,4.100345134735107,172576400.000000000000000,3558600.000000000000000,2.0203822,,,13672125.849278921261430,7.762299287068965,469.178089368191820,484.091834507010617,385.658642588826865,469.927847430927898,471.687277451707246,488.434379574967807,464.942361907950215,478.432033034238486,480.853205171738466,462.017996304088342,474.689584168146496,485.194723975680176,482.883426945637723,397.345747798836840,399.593339775389722,407.784844750018578,467.573597818878795,473.507674093871969,450.996491069741069
62,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2063167,Bristol_Bay_2063167,2063167.000000000000000,2063167,71880.000000000000000,89608500.000000000000000,53967700.000000000000000,35640800.000000000000000,39.7739067,62,17203.000000000000000,1720300.000000000000000,108,127,19,118.446491890949304,3.570235938002403,2037635.000000000000000,20,119,108,119,123,108,654,289.001447407334979,125.939967322145677,0.000002829243158,45.232517242431641,5.182643739355120,4.052483221241047,62,17203.000000000000000,1720300.000000000000000,0.000002829243158,8.047790527343750,8.047787698100592,0.943847991756492,1.348210632676675,16237.017002186939862,0.000003254577450,3.367547273635864,88944300.000000000000000,664200.000000000000000,0.7412243,,,111540.773265947602340,0.124475661645879,482.815155928285606,478.506978690638618,410.528009061640432,473.981025237563415,479.248881523518321,494.852157998401481,467.403535378899790,484.820139830487165,479.253371052968191,479.048688461476218,480.384466875355315,492.819205767314600,484.139121846699140,426.615257481152014,433.262179369144633,451.671122717152400,474.868780305441078,483.343601332462299,453.898882360490859
63,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2063257,Bristol_Bay_2063257,2063257.000000000000000,2063257,60406.674999997019768,65772406.323824889957905,52954700.000000000000000,12817600.000000000000000,19.4878387,63,4353.000000000000000,435300.000000000000000,194,616,422,258.564438318400619,83.075115920163086,1125531.000000000000000,358,194,363,221,385,194,1430,689.070233213671486,251.677599607153553,0.000005172717010,69.168907165527344,19.187293405238218,11.461541375061739,63,4353.000000000000000,435300.000000000000000,0.000005172717010,38.239974975585938,38.239969802868927,9.923417055769871,10.334596559853885,43196.634443766248296,5.278968811035156,28.349325180053711,65772300.000000000000000,0.000000000000000,0.0000000,2032208.458822132553905,3.089758414519192,337663.370355272607412,0.513381506361217,530.224998929352637,520.450213517037128,515.004976965860124,514.479943775884863,510.202951887882477,530.049278691748668,524.803835078777183,541.865250255421074,515.581522769965204,532.825145454652557,512.478617586473547,528.441044757861164,523.875886340407646,506.538084342292052,511.715098140370287,523.872102378059139,512.502530277351070,520.541005671348216,506.056858852390747
64,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2064245,Bristol_Bay_2064245,2064245.000000000000000,2064245,62140.000000000000000,90899900.000000000000000,57189400.000000000000000,33710500.000000000000000,37.0853004,64,4153.000000000000000,415300.000000000000000,44,78,34,59.223934505176899,7.835285738438807,245957.000000000000000,35,67,78,60,68,44,877,334.876960260687042,207.868565943962096,0.000001066642881,57.160976409912109,10.215880870089975,9.340204761053533,64,4153.000000000000000,415300.000000000000000,0.000001066642881,19.392410278320312,19.392409211677432,3.174837883498520,2.673102560035337,13185.101730169351868,2.872854709625244,6.222638988494873,90885500.000000000000000,14400.000000000000000,0.0158416,,,292107.982594737492036,0.321351269467554,494.766316574602058,492.100574368070625,442.117358764972209,483.424036770117652,479.286209335763715,495.389228150966687,483.182967197985249,496.187534859775838,484.526670546394428,496.220256567937440,482.898151703137046,504.520863059252861,492.026503879543100,456.884457518658735,453.707422120374019,454.327358995994246,477.232955151763747,481.772017350956901,465.889445422934955
65,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2064385,Bristol_Bay_2064385,2064385.000000000000000,2064385,88540.000000000000000,106252000.000000000000000,93117300.000000000000000,13134700.000000000000000,12.3618383,65,6540.000000000000000,654000.000000000000000,16,27,11,21.678134556574836,3.042850778896064,141775.000000000000000,12,21,16,22,26,16,138,40.979974024018617,20.087991832148038,0.000000322660071,29.291790008544922,2.025974920540762,2.581075815395388,65,6540.000000000000000,654000.000000000000000,0.000000322660071,11.610918998718262,11.610918676058191,1.883476215693751,1.804365512726752,12317.934450637130794,2.416625261306763,3.436020374298096,101873500.000000000000000,4378500.000000000000000,4.1208634,,,17870940.614224180579185,16.819392213063452,457.497483071021861,480.142827048659797,385.722709255700295,466.477427743420890,469.717198440460265,484.925111146136260,456.344337004106364,470.294107429812470,481.012531122883786,459.939791161768881,473.575242264785288,482.380939120049732,482.595984129297506,399.452118009412573,405.156272253398299,407.489026917045578,468.542554039575350,472.650546943741574,441.733465603042475
66,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2065025,Bristol_Bay_2065025,2065025.000000000000000,2065025,66420.000000000000000,52278100.000000000000000,39059600.000000000000000,13218500.000000000000000,25.2849655,66,2530.000000000000000,253000.000000000000000,13,33,20,19.611857707509920,4.351131980686117,49618.000000000000000,21,15,33,19,26,13,992,454.048375897363371,183.799721143210689,0.000000333689599,54.237400054931641,11.807098603642668,8.817418972931295,66,2530.000000000000000,253000.000000000000000,0.000000333689599,9.588809013366699,9.588808679677101,2.708373761995274,1.817642305171895,6852.185617848042966,2.851792097091675,5.280192565917968,52213100.000000000000000,65000.000000000000000,0.1243350,,,400951.251910925842822,0.766958347589002,501.452659093964883,492.862139415457989,447.358450095138949,480.534709488940848,475.336233638925762,501.019710161640091,474.939504248502715,497.346091602759032,484.555274942823928,492.644590342897118,487.983801684024456,502.124353018736372,492.546561854276092,441.822403071967472,467.178433181493119,457.602221837819968,475.872983138608618,484.125159045916632,475.411116877122879
67,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2065485,Bristol_Bay_2065485,2065485.000000000000000,2065485,140700.000000000000000,238306508.639912456274033,182914500.000000000000000,55392000.000000000000000,23.2440147,67,309.000000000000000,30900.000000000000000,48,54,6,52.715210355987047,1.327989101174306,16289.000000000000000,7,53,50,53,54,48,1235,339.977536911498646,196.981802710433811,0.000001265477977,66.859642028808594,12.829611994812819,9.766716508953193,67,309.000000000000000,30900.000000000000000,0.000001265477977,14.086093902587891,14.086092637109914,1.927172274663203,2.939407154230973,595.496232870929703,0.679559528827667,3.435784626007080,238136800.000000000000000,169700.000000000000000,0.0712108,,,14267188.319403562694788,5.986906694588718,506.248878727813803,499.045564713380486,450.665108569686709,488.047861970600252,484.462989347635073,507.406635646178586,486.242140227576783,500.917091793834231,494.407632412078385,500.387043714783090,490.190552181509247,502.947602216892676,499.591820935132489,441.425474799673793,468.764250858459263,456.470714562678893,479.058465054371140,486.969621255167283,478.596274853599994
68,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2065885,Bristol_Bay_2065885,2065885.000000000000000,2065885,178340.000000000000000,333980500.000000000000000,255838100.000000000000000,78142400.000000000000000,23.3972950,68,545.000000000000000,54500.000000000000000,11,33,22,16.519266055045865,6.123806411531309,9003.000000000000000,23,13,33,13,27,11,1235,297.295960991734319,199.569385764540044,0.000000161031295,66.859642028808594,12.317578856919926,9.294577780856150,68,545.000000000000000,54500.000000000000000,0.000000286541649,23.423667907714844,23.423667621173195,4.544562033796724,4.852669981943937,2476.786308419214492,3.435823202133179,11.685703849792480,333667300.000000000000000,313200.000000000000000,0.0937779,,,18284267.198739510029554,5.474651124463707,500.902284715684630,496.408359723710817,439.966606957361364,483.365093078217171,479.783318268522351,504.061357563487832,480.756776563137578,496.593991844063169,493.018157243117457,496.394390873754162,487.678526603384512,501.739225004010507,495.229561541371027,434.492515430390142,461.207094638182866,447.954887630033568,478.107525840188202,482.852958391941286,473.880138095075495
69,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2066555,Bristol_Bay_2066555,2066555.000000000000000,2066555,70800.000000000000000,104252800.000000000000000,69119700.000000000000000,35133100.000000000000000,33.6999092,69,5175.000000000000000,517500.000000000000000,46,112,66,80.211014492753804,12.541899417544016,415092.000000000000000,67,88,47,82,95,46,877,280.749764035115163,153.337302604495335,0.000001326448910,58.453365325927734,5.233400128555717,5.254812154923286,69,5175.000000000000000,517500.000000000000000,0.000001326448910,38.038204193115234,38.038202866666325,6.819055404133409,6.242816768533134,35288.611716390390939,5.279665946960449,14.871010017395019,103913500.000000000000000,339300.000000000000000,0.3254589,,,1781655.887743201106787,1.708976533717273,493.645609518403774,488.319055219618519,420.857211564413660,480.257951824798113,475.122295995885906,492.148242541209356,469.022079982506000,490.252869946895771,479.729456666869339,486.780804928019734,478.606455653951571,494.457833266824252,482.107812931644503,436.636051981340984,432.508330711501969,446.763120609756982,473.538791284261208,475.488918283254634,457.172510474537546
70,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2066734,Bristol_Bay_2066734,2066734.000000000000000,2066734,51282.222799997776747,54007155.602999962866306,40685700.000000000000000,13321400.000000000000000,24.6660156,70,728.000000000000000,72800.000000000000000,78,118,40,92.012362637362656,8.443159069760858,66985.000000000000000,41,85,118,90,105,78,1225,591.557232289830381,258.953285017947394,0.000002102862027,69.969253540039062,26.371371991876586,12.294975448480661,70,728.000000000000000,72800.000000000000000,0.000002102862027,16.280532836914062,16.280530734052036,4.941313804805405,2.425287714793096,3597.276449898335159,4.770911931991577,8.075476074218750,54007100.000000000000000,0.000000000000000,0.0000000,2534639.984074118547142,4.693155852728014,23713.898045073110552,0.043908807602072,534.807447539303212,524.264472634156618,508.048332534051724,523.362283847862159,517.202684461858439,521.268510992073061,515.782619322271671,537.231828778075737,516.500489750426709,523.361043270238838,519.620979463814365,530.695338205529765,520.934090147410870,498.095707786566607,503.302823147326592,505.716018819748456,507.843322452049847,520.465109217114673,513.590329789975840
71,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2066827,Bristol_Bay_2066827,2066827.000000000000000,2066827,62437.770599998533726,61832980.180087521672249,45549200.000000000000000,16283800.000000000000000,26.3351288,71,1120.000000000000000,112000.000000000000000,334,349,15,342.391071428571649,3.783034344549475,383478.000000000000000,16,347,334,343,347,334,1025,511.618085811780873,145.166779313175198,0.000008895346582,39.324745178222656,5.278633641374202,4.141396596156537,71,1120.000000000000000,112000.000000000000000,0.000008917225387,16.356349945068359,16.356341027842973,3.276796434506475,3.624445097248000,3670.012006647252292,2.852113723754883,8.681873607635499,61227200.000000000000000,605800.000000000000000,0.9797357,,,656304.086859287344851,1.061414288859784,514.362557210555678,495.208932123620684,470.075257548560103,492.435329031423748,486.454969029493384,504.920121941360208,489.315687416099820,508.933115003312594,485.701567124345274,505.821737583490460,489.018135946827101,510.313266378793628,499.434696683002812,470.898440961940992,480.034724176412965,486.980078598799651,483.529778597183338,496.570826257818851,484.008484142778627
72,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2067075,Bristol_Bay_2067075,2067075.000000000000000,2067075,145320.000000000000000,315575400.000000000000000,216176800.000000000000000,99398600.000000000000000,31.4975758,72,2134.000000000000000,213400.000000000000000,13,32,19,17.858481724461090,4.187345458312228,38110.000000000000000,20,15,32,17,26,13,1020,282.010785694956780,211.203975851504225,0.000000302437485,63.961505889892578,9.260678903013451,8.823481803728434,72,2134.000000000000000,213400.000000000000000,0.000000302437485,33.119930267333984,33.119929964896500,3.204254952318124,4.101722841298563,6837.880068246876363,2.444550275802612,6.030097293853760,315341700.000000000000000,233700.000000000000000,0.0740552,,,20948651.858805499970913,6.638239818061072,495.924055808825699,495.283626969498357,445.788537552147261,483.568893008993086,480.513138776276378,498.197769661557345,483.735905070904266,497.215356225319965,488.950984205676320,496.436369640730277,485.634801684422200,503.373695701639122,493.845917707755518,463.207830477650589,454.804833447896840,453.860750460977215,480.006437904921370,482.924770803297349,467.685575857701963
73,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2067097,Bristol_Bay_2067097,2067097.000000000000000,2067097,75900.000000000000000,131953400.000000000000000,99016200.000000000000000,32937200.000000000000000,24.9612370,73,698.000000000000000,69800.000000000000000,195,326,131,214.939828080229177,27.621818562785315,150028.000000000000000,108,197,226,200,255,195,1584,731.602100438483149,286.502297640098163,0.000005001341378,76.124282836914062,21.546877323678686,13.048273030792581,73,698.000000000000000,69800.000000000000000,0.000005205773959,27.165102005004883,27.165096799230923,7.825105865143520,6.889300310590074,5461.923893870177380,5.730189800262451,18.481084442138677,131953400.000000000000000,0.000000000000000,0.0000000,3361201.694902527611703,2.547264181826711,943930.468815325992182,0.715351380726322,532.691459257594147,521.870616935316548,517.968113583555009,518.620968463098848,514.492899766134201,533.425281955600212,522.789532516774329,543.852572195938137,516.997250544516646,532.668529950724064,522.540502935131144,532.972024214603152,523.980280917347500,514.420097549585535,517.915655830014543,526.292400953662991,514.614620009795544,527.410784413293072,514.635597870158676
74,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2067114,Bristol_Bay_2067114,2067114.000000000000000,2067114,52620.000000000000000,37786200.000000000000000,33012700.000000000000000,4773500.000000000000000,12.6329193,74,825.000000000000000,82500.000000000000000,11,31,20,19.003636363636346,5.199415945161424,15678.000000000000000,20,15,31,18,27,11,996,235.810242892908946,235.433332017870242,0.000000285669984,55.440166473388672,11.371643244884190,10.886013189234005,74,825.000000000000000,82500.000000000000000,0.000000285669984,13.363101959228516,13.363101673558532,2.876154538766713,2.465897387529795,2372.827494482537986,2.851701974868774,6.186081027984619,37274300.000000000000000,511900.000000000000000,1.3547274,,,331419.187580446654465,0.877090545173758,476.946269737484670,486.269551049967674,416.510053822126849,471.164179104477967,456.976320425387655,490.726371761754081,439.548618241163240,489.508371466308688,484.295081435692452,477.802716811618780,477.613461476111581,482.897002473746738,477.907259787052794,406.602544014275225,425.719684524518982,428.060217558119916,469.367014493065199,473.252836547059019,449.591632712614569
75,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2067195,Bristol_Bay_2067195,2067195.000000000000000,2067195,58560.000000000000000,35068700.000000000000000,25993700.000000000000000,9075000.000000000000000,25.8777771,75,1774.000000000000000,177400.000000000000000,65,87,22,69.144870349492621,5.848701583625724,122663.000000000000000,23,65,87,66,79,65,774,151.060829172453396,62.557277244933836,0.000001650511081,51.805690765380859,5.414808785729577,5.049607351674934,75,1774.000000000000000,177400.000000000000000,0.000001680462788,13.643447875976562,13.643446195513775,2.746416916505342,2.741308022205226,4872.143609880477015,2.444437980651855,6.393507766723633,35068700.000000000000000,0.000000000000000,0.0000000,,,2004152.275303574511781,5.714931763377526,467.485976029009180,488.929136935924646,418.049562454869658,461.837577060932801,457.994787096771859,489.317671259060603,470.040504183941152,481.771873314941843,484.677701158610660,481.446530311808544,477.872784281054464,486.877100885289224,475.861691777907936,430.340951971325865,424.738641453666503,417.013124014334437,466.733078084030922,469.715870967742148,450.074678136201157
76,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2067465,Bristol_Bay_2067465,2067465.000000000000000,2067465,180064.452199999243021,267042522.261000007390976,234961100.000000000000000,32081400.000000000000000,12.0135937,76,4268.000000000000000,426800.000000000000000,27,41,14,30.681818181818155,2.734327800716061,130950.000000000000000,15,29,41,30,35,27,325,121.572308153198165,62.909697540694459,0.000000626885310,46.322238922119141,3.348553566037734,3.760379028754723,76,4268.000000000000000,426800.000000000000000,0.000000626885310,29.122182846069336,29.122182219184026,2.777923124425641,3.252061283793549,11856.175895048634629,2.444864988327026,6.185485744476319,265330100.000000000000000,1712400.000000000000000,0.6412463,,,16462577.594627413898706,6.164777599927454,475.641194407315595,482.490331843342460,382.852459570514441,473.114259401149297,468.156177813685076,487.995562595021454,460.305002760314323,482.537647921010660,482.281198522107957,478.728238130314992,474.080910522453792,495.374549227962916,478.896321957608393,396.627430954264128,397.389285115874202,412.790390135267103,467.722400264410396,468.318179932834028,448.128399216002265
77,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2067604,Bristol_Bay_2067604,2067604.000000000000000,2067604,65260.000000000000000,63964400.000000000000000,56028500.000000000000000,7935900.000000000000000,12.4067450,77,8006.000000000000000,800600.000000000000000,11,34,23,19.462528103922054,6.218643634861556,155817.000000000000000,24,11,34,19,28,11,626,85.197190937459695,44.637772626897195,0.000000282824061,30.290525436401367,2.989373561061197,2.855478271574748,77,8006.000000000000000,800600.000000000000000,0.000000282824061,15.442277908325195,15.442277625501134,2.448901352633616,2.651932876542049,19605.904229184729047,2.444462060928345,6.030462980270386,62217900.000000000000000,1746500.000000000000000,2.7304251,,,3089311.279126500710845,4.829735413959172,462.633632145742524,475.814027099248449,391.028713491225517,464.351018045579792,448.784405286929427,485.795275021002794,414.833965091092523,473.671283044421500,480.261131302081594,456.730792491492537,470.782758706699155,475.494000235286421,464.004967369549661,396.876534505708889,408.036540911689940,406.364300213131514,468.535039900187087,458.592508252335733,442.165762334432145
78,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2068147,Bristol_Bay_2068147,2068147.000000000000000,2068147,357160.000000000000000,1358405600.000000000000000,1055265200.000000000000000,303140300.000000000000000,22.3158913,78,39064.000000000000000,3906400.000000000000000,141,308,167,178.797230186360764,28.385574814946011,6984535.000000000000000,168,149,307,174,218,141,1411,417.493662827481899,191.021523103919094,0.000003702421509,70.807594299316406,6.980311214024183,8.614151460528337,78,39064.000000000000000,3906400.000000000000000,0.000003702421509,38.140033721923828,38.140030019502319,5.374451512066294,5.581920689765324,209947.573867357714335,3.435850858688354,13.364375400543214,1346613800.000000000000000,11791800.000000000000000,0.8680618,703004.308700981899165,0.051752165089792,219711968.476722508668900,16.174253733695039,509.383634542454161,497.204174550599760,457.878646319290112,492.768838202486052,488.823010521493472,506.689483899650781,493.063568157884504,508.681989820932415,490.997812636237427,504.235361849025026,490.818783650527109,507.998164611555069,499.881591157927744,464.050878960694774,470.841744418672647,481.470766912928639,488.388698692835931,494.014586236031903,478.503849687111881
79,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2068305,Bristol_Bay_2068305,2068305.000000000000000,2068305,193680.000000000000000,397973200.000000000000000,284783100.000000000000000,113189800.000000000000000,28.4415855,79,2664.000000000000000,266400.000000000000000,11,78,67,30.918543543543528,16.004167577875364,82367.000000000000000,68,11,77,27,52,11,1208,244.379121794471729,190.846627160500617,0.000000287207826,70.280662536621094,10.536445908453102,9.939184196724531,79,2664.000000000000000,266400.000000000000000,0.000000287207826,43.489654541015625,43.489654253807799,10.185233042104130,7.698951341502098,27133.460824165402300,9.040846824645996,20.366533279418949,397663500.000000000000000,309700.000000000000000,0.0778193,,,39847097.970024481415749,10.012507869882818,498.904276224609248,500.336703814527652,445.275871609372359,484.417966992216577,482.096620889321002,505.541087338741818,487.994422011667098,500.281620182078939,494.975042849507247,500.138514819253714,491.792665866377604,502.458669581355366,495.293547499099759,445.494761837154385,455.916418443430871,451.037513337503640,479.820094126851927,483.979666623173443,474.938290958077459
80,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2068474,Bristol_Bay_2068474,2068474.000000000000000,2068474,56800.000000000000000,52204300.000000000000000,45767700.000000000000000,6436600.000000000000000,12.3296356,80,585.000000000000000,58500.000000000000000,42,75,33,49.947008547008529,8.791153018409432,29219.000000000000000,34,44,74,45,65,42,575,167.712157810757247,114.429370288993738,0.000001095925199,40.957340240478516,7.332840391371228,7.284922845750581,80,585.000000000000000,58500.000000000000000,0.000001095925199,26.411830902099609,26.411829806174410,7.265762348020043,7.182358183049257,4250.470973591724942,3.435575246810913,18.705697250366214,52181800.000000000000000,22500.000000000000000,0.0430999,,,2739586.565041770692915,5.247817833093769,480.369513199781466,486.853011918223956,389.971294641489067,476.901951586036432,459.258882015073141,488.150430102800328,439.751143810446251,483.946990411166439,488.727017127172076,474.490519936490898,474.470798334655910,486.296517743560457,478.557307238194142,399.270489698162578,430.704683386007559,416.539637371635763,465.301376111612683,472.554212844317476,458.263562828966599
81,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2068514,Bristol_Bay_2068514,2068514.000000000000000,2068514,57580.000000000000000,39915200.000000000000000,36405100.000000000000000,3510100.000000000000000,8.7938929,81,1922.000000000000000,192200.000000000000000,16,45,29,25.569198751300721,7.030752153278562,49144.000000000000000,30,25,16,24,39,16,287,80.090376598387849,37.180768181605330,0.000000409277163,30.374559402465820,2.633497001471183,3.128628578248723,81,1922.000000000000000,192200.000000000000000,0.000000436302571,11.326045989990234,11.326045553687663,1.742662420800658,2.150024805094486,3349.397172778864842,0.679969996213913,3.435895442962646,39636400.000000000000000,278800.000000000000000,0.6984808,,,2273922.006548846140504,5.696882407075115,467.394467521917079,483.900354820413384,386.475303707809587,470.645731842264979,457.356946697795195,485.586961082416792,432.234449575102246,477.999928032590901,486.791103268995187,463.548311978718971,474.747049516862205,478.050243532575621,475.163664584223739,400.547105920091326,404.881343938778798,405.524746415523225,467.739845111579655,473.152991088175156,447.682276126784757
82,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2068597,Bristol_Bay_2068597,2068597.000000000000000,2068597,196728.897799994796515,584549117.437824845314026,460611400.000000000000000,123937600.000000000000000,21.2022610,82,8178.000000000000000,817800.000000000000000,191,219,28,196.970041574956809,8.982562794590057,1610821.000000000000000,29,191,219,192,214,191,1584,683.087504725878603,302.496799359509566,0.000005001341378,76.465354919433594,18.821353015684895,12.737484565356141,82,8178.000000000000000,817800.000000000000000,0.000005032010449,31.949182510375977,31.949177478365527,1.819088197170069,3.828849201353188,14876.503276456824096,0.000005173382533,4.099887037277221,584549000.000000000000000,0.000000000000000,0.0000000,5745549.704182979650795,0.982902810522864,31350829.719906806945801,5.363249859536640,525.019036357579694,512.974793726721941,507.335307005037180,511.210469283735506,503.355716255513926,523.753859888527586,511.403282946600825,534.787643458848834,508.101267503344388,522.047408806479439,509.708093651748413,526.791127626135676,515.671497068850726,502.519557243548320,504.587468440099940,512.827908067572935,508.271856273482911,517.653591467404453,503.926100816238772
83,1,D:\GIS\outputs_2023\outputs_2023.gdb\Bristol_Bay_Watersheds\Bristol_Bay_wtd_2068715,Bristol_Bay_2068715,2068715.000000000000000,2068715,76960.000000000000000,100346400.000000000000000,90959400.000000000000000,9387000.000000000000000,9.3545961,83,10951.000000000000000,1095100.000000000000000,27,46,19,34.407542690165194,3.059453150769663,376797.000000000000000,20,36,46,35,37,27,417,98.835634362567532,59.968861816072291,0.000000671887165,36.649509429931641,3.109976981986954,3.425759039616958,83,10951.000000000000000,1095100.000000000000000,0.000000671887165,11.761639595031738,11.761638923144574,1.807550670978929,2.080438826095266,19794.487397890254215,0.680210173130035,4.101823806762695,98653900.000000000000000,1692500.000000000000000,1.6866574,,,4909100.479781262576580,4.892154058123921,470.187797922838854,485.338793140965834,383.879479676267579,473.614385723499709,468.983989333658599,487.536153579019356,466.873471104957957,482.059705027837936,482.597598368427725,481.263656353479632,473.327828195258348,483.457996755172303,479.806937297111688,398.099620903310552,382.756333221700970,405.065483210609443,467.537123572962741,473.413231461676105,446.557774041379389
