SampleType,Lake,YearSampled,DateSampled,StationName,Species,Length,Mass,Month,Year,Site
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,53,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,55,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,55,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,55,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,48,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,80,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,92,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,53,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,56,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,54,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,58,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,60,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,92,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,55,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,59,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,58,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,62,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,59,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,55,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,56,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,53,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,92,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,48,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,92,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,103,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,48,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,106,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,86,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,60,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,55,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,80,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,62,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,48,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,55,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,48,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-15T00:00:00Z,Ice Creek,Coho salmon,108,NA,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,60,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,61,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,61,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,61,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,61,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,53,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,53,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,69,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,69,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,69,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,69,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,60,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,90,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,73,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,73,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,73,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,64,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,64,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,69,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,62,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,97,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,105,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,105,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,105,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,105,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,97,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,96,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,62,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,60,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,62,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,60,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,62,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,63,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,63,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,63,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,63,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,63,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,64,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,60,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,62,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,71,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,88,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,64,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,92,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,64,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,57,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,57,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,88,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,77,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,87,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,70,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,82,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,55,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,72,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,58,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,56,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,56,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,59,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,59,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,104,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,53,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,82,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,67,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,54,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,102,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,108,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,108,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,108,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,78,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,50,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,80,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,67,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,67,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,65,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,65,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,115,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,65,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,67,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,65,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,65,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,65,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,65,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,67,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-16T00:00:00Z,Silver Salmon Creek,Coho salmon,67,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Ice Creek,Coho salmon,118,17.47,8,2008,Ice Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,59,1.66,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,53,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,51,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,93,9.86,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,57,1.61,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,70,2.93,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,50,1.12,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,59,2.15,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,66,2.54,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,52,1.03,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,56,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,50,1.33,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,57,1.4,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,56,1.52,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,53,1.24,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,55,1.1,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,50,1.07,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,50,1.19,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,60,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,55,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,59,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,53,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,63,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,57,1.77,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,55,1.37,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,45,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,60,2.39,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,53,1.22,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,54,1.47,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,55,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,55,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,57,1.65,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,52,1.38,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,54,1.2,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,58,2.22,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,50,1.22,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,63,2.04,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,55,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,51,1.2,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,95,9.76,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,44,0.84,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,50,1.26,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,96,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,50,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,53,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,60,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,60,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,49,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,112,16.02,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,100,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,91,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,90,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,57,1.86,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,51,1.4,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,49,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,69,2.62,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,94,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,106,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,61,1.9,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,55,1.76,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,50,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,114,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,110,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,75,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,88,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,99,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,115,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,122,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,54,1.25,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,68,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,109,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,54,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,103,12.2,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,107,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,57,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,50,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,58,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,75,NA,8,2008,Silver Salmon Creek
Stick Seine,Aleknagik,2008,2008-08-19T00:00:00Z,Silver Salmon Creek,Coho salmon,76,NA,8,2008,Silver Salmon Creek
