series_id,date,n_values,min_temp_c,mean_temp_c,max_temp_c,flag
863,7/6/2016,96,8.22,8.774167,9.66,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/7/2016,96,8.89,9.285313,9.78,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/8/2016,96,9.19,9.681875,10.17,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/9/2016,96,9.88,10.234583,10.59,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/10/2016,96,10.39,10.792708,11.27,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/11/2016,96,10.12,10.662916,11.08,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/12/2016,96,10.47,11.096771,12.22,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/13/2016,96,10.79,11.8793745,12.97,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/14/2016,96,11.52,11.955833,12.78,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/15/2016,96,11.66,12.306562,13.06,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/16/2016,96,12.22,13.0651045,14.51,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/17/2016,96,13.45,13.899688,14.46,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/18/2016,96,12.32,12.799271,13.43,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/19/2016,96,9.41,10.302709,12.27,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/20/2016,96,8.3,8.6975,9.73,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/21/2016,96,7.77,8.250937,8.69,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/22/2016,96,7.27,7.906354,8.52,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/23/2016,96,8.22,9.05448,10.37,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/24/2016,96,9.46,10.115104,10.49,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/25/2016,96,9.24,10.386562,12.17,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/26/2016,96,11.13,11.864583,12.94,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/27/2016,96,12.46,12.849479,13.43,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/28/2016,96,12.53,12.905833,13.57,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/29/2016,96,11.93,12.30625,12.85,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/30/2016,96,11.66,12.065937,12.7,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,7/31/2016,96,12.7,12.833333,12.97,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,8/1/2016,96,12.68,12.982708,13.35,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,8/2/2016,96,12.87,13.290521,13.86,OTHER [HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.HG2 telemetry data used to fill gap caused by data overwrite in Satlink logger. Satlink log capacity was not large enough to account for the time between site visits.]
863,8/3/2016,96,12.99,13.3175,13.59,
863,8/4/2016,96,13.38,13.517396,13.76,
863,8/5/2016,96,13.33,13.51375,13.71,
863,8/6/2016,96,13.4,13.568229,13.79,
863,8/7/2016,96,13.33,13.690416,14.27,
863,8/8/2016,96,13.04,13.517917,14.03,
863,8/9/2016,96,12.46,12.708542,13.35,
863,8/10/2016,96,12.12,12.335521,12.46,
863,8/11/2016,96,12.39,12.883437,13.62,
863,8/12/2016,96,13.21,13.430938,13.74,
863,8/13/2016,96,13.47,13.5675,13.62,
863,8/14/2016,96,13.28,13.754479,14.31,
863,8/15/2016,96,13.76,14.065833,14.43,
863,8/16/2016,96,13.81,14.237812,15.1,
863,8/17/2016,96,14.12,14.267083,14.51,
863,8/18/2016,96,13.88,14.134687,14.29,
863,8/19/2016,96,14.1,14.463542,15.01,
863,8/20/2016,96,14.1,14.272187,14.7,
863,8/21/2016,96,13.52,13.671875,14.07,
863,8/22/2016,96,13.55,13.612396,13.74,
863,8/23/2016,96,13.28,13.545417,13.86,
863,8/24/2016,96,13.31,13.509271,13.74,
863,8/25/2016,96,13.64,13.838542,14.19,
863,8/26/2016,96,13.64,13.977292,14.34,
863,8/27/2016,96,13.55,13.867395,14.15,
863,8/28/2016,96,13.71,13.858334,14.1,
863,8/29/2016,96,13.5,13.844791,14.22,
863,8/30/2016,96,13.4,13.87125,14.17,
863,8/31/2016,96,13.81,14.050834,14.36,
863,9/1/2016,96,14.07,14.452708,14.91,
863,9/2/2016,96,14.41,14.606563,14.86,
863,9/3/2016,96,14.41,14.579687,14.79,
863,9/4/2016,96,14.41,14.605,14.86,
863,9/5/2016,96,14.41,14.61875,14.84,
863,9/6/2016,96,13.95,14.2213545,14.48,
863,9/7/2016,96,12.56,12.882709,13.91,
863,9/8/2016,96,11.76,12.572291,13.19,
863,9/9/2016,96,12.82,13.1380205,13.52,
863,9/10/2016,96,12.68,12.918542,13.19,
863,9/11/2016,96,12.49,12.956771,13.28,
863,9/12/2016,96,13.06,13.277291,13.57,
863,9/13/2016,96,12.68,12.9679165,13.31,
863,9/14/2016,96,12.78,12.942396,13.19,
863,9/15/2016,96,12.63,12.848021,13.06,
863,9/16/2016,96,12.65,12.849375,13.09,
863,9/17/2016,96,12.15,12.467604,12.9,
863,9/18/2016,96,12.15,12.309479,12.53,
863,9/19/2016,96,11.88,12.134583,12.34,
863,9/20/2016,96,11.9,12.030625,12.17,
863,9/21/2016,96,11.39,11.666979,11.9,
863,9/22/2016,96,10.79,11.212812,11.61,
863,9/23/2016,96,10.15,10.583021,10.91,
863,9/24/2016,96,10.27,10.603021,10.86,
863,9/25/2016,96,10.52,10.738334,11.01,
863,9/26/2016,96,10.27,10.536563,10.74,
863,9/27/2016,96,10.35,10.593333,10.88,
863,9/28/2016,96,10.2,10.451146,10.66,
863,9/29/2016,96,10.49,10.735,11.08,
863,9/30/2016,96,10.59,10.8475,11.18,
863,10/1/2016,96,10.59,10.665417,10.74,
863,10/2/2016,96,10.39,10.526042,10.66,
863,10/3/2016,96,10.3,10.39823,10.49,
863,10/4/2016,96,10.17,10.340313,10.59,
863,10/5/2016,96,10.32,10.448958,10.59,
863,10/6/2016,96,10.44,10.500625,10.57,
863,10/7/2016,96,10.03,10.270625,10.47,
863,10/8/2016,96,9.93,10.217605,10.35,
863,10/9/2016,96,9.98,10.0675,10.1,
863,10/10/2016,96,9.83,9.887604,10.1,
863,10/11/2016,96,9.78,9.846146,9.9,
863,10/12/2016,96,9.83,9.871146,9.9,
863,10/13/2016,96,9.81,9.84875,9.9,
863,10/14/2016,96,9.68,9.7265625,9.85,
863,10/15/2016,96,9.53,9.586458,9.68,
863,10/16/2016,96,9.06,9.297916,9.56,
863,10/17/2016,96,8.69,8.814896,9.06,
863,10/18/2016,96,8.2,8.484896,8.72,
863,10/19/2016,96,8.22,8.396563,8.49,
863,10/20/2016,96,8.17,8.363021,8.47,
863,10/21/2016,96,7.92,7.9935417,8.15,
863,10/22/2016,96,7.62,7.7228127,7.92,
863,10/23/2016,96,7.49,7.621771,7.7,
863,10/24/2016,96,7.67,7.822604,7.97,
863,10/25/2016,96,7.49,7.6321874,7.82,
863,10/26/2016,96,7.77,7.861771,7.95,
863,10/27/2016,96,7.67,7.7604165,7.95,
863,10/28/2016,96,7.39,7.804479,8.22,
863,10/29/2016,96,7.95,8.188854,8.3,
863,10/30/2016,96,7.47,7.775729,7.95,
863,10/31/2016,96,7.77,7.8685417,7.95,
863,11/1/2016,96,7.54,7.6367707,7.82,
863,11/2/2016,96,7.29,7.4410415,7.59,
863,11/3/2016,96,7.32,7.4314585,7.59,
863,11/4/2016,96,6.71,6.9454165,7.29,
863,11/5/2016,96,6.28,6.475521,6.76,
863,11/6/2016,100,6.41,6.7114,6.86,
863,11/7/2016,96,6.41,6.5347915,6.66,
863,11/8/2016,96,6.36,6.4940624,6.64,
863,11/9/2016,96,6.33,6.5685415,6.71,
863,11/10/2016,96,6.48,6.59875,6.71,
863,11/11/2016,96,6.41,6.494583,6.59,
863,11/12/2016,96,6.31,6.5709376,6.86,
863,11/13/2016,96,6.28,6.4784374,6.69,
863,11/14/2016,96,6.56,6.643229,6.79,
863,11/15/2016,96,6.2,6.373958,6.79,
863,11/16/2016,96,5.59,5.8642707,6.31,
863,11/17/2016,96,5.49,5.617396,5.77,
863,11/18/2016,96,4.95,5.31,5.57,
863,11/19/2016,96,4.79,5.0325,5.39,
863,11/20/2016,96,4.92,5.13875,5.39,
863,11/21/2016,96,4.84,5.0516667,5.18,
863,11/22/2016,96,5.08,5.2290626,5.39,
863,11/23/2016,96,4.43,4.8316665,5.23,
863,11/24/2016,96,3.49,4.0389585,4.92,
863,11/25/2016,96,3.38,3.6560416,4.12,
863,11/26/2016,96,4.14,4.674896,5.33,
863,11/27/2016,96,4.56,4.9122915,5.33,
863,11/28/2016,96,4.12,4.64125,5.1,
863,11/29/2016,96,3.56,4.0165625,4.19,
863,11/30/2016,96,2.16,2.8959374,3.83,
863,12/1/2016,96,2.34,2.5831249,2.74,
863,12/2/2016,96,2.61,2.9302082,3.41,
863,12/3/2016,96,2.37,3.1035416,3.43,
863,12/4/2016,96,2.34,2.7313542,3.22,
863,12/5/2016,96,2.1,3.0938542,3.99,
863,12/6/2016,96,2.18,2.9030209,4.04,
863,12/7/2016,96,2.4,3.4258332,4.17,
863,12/8/2016,96,2.26,2.5227084,3.22,
863,12/9/2016,96,2.05,2.261979,2.53,
863,12/10/2016,96,2.21,2.3241665,2.53,
863,12/11/2016,96,1.7,1.9365625,2.18,
863,12/12/2016,96,1.56,2.3988543,3.8,
863,12/13/2016,96,3.78,3.9166667,4.06,
863,12/14/2016,96,2.69,2.989479,3.7,
863,12/15/2016,96,2.69,2.942604,3.06,
863,12/16/2016,96,0.41,2.1385417,3.2,
863,12/17/2016,96,0.55,1.0540625,1.86,
863,12/18/2016,96,1.86,2.9552083,3.46,
863,12/19/2016,96,1.56,2.0072918,2.21,
863,12/20/2016,96,1.56,2.441146,2.77,
863,12/21/2016,96,1.94,2.2717707,2.53,
863,12/22/2016,96,1.97,2.203125,2.42,
863,12/23/2016,96,1.59,1.8409375,2.02,
863,12/24/2016,96,2.02,2.4425,2.82,
863,12/25/2016,96,2.21,2.6507292,2.93,
863,12/26/2016,96,1.86,2.0707293,2.34,
863,12/27/2016,96,2.02,2.2657292,2.42,
863,12/28/2016,96,1.75,1.9671875,2.32,
863,12/29/2016,96,1.72,2.1114583,2.96,
863,12/30/2016,96,2.05,2.31375,2.96,
863,12/31/2016,96,1.91,2.3745832,3.01,
863,1/1/2017,96,2.64,2.8882291,3.01,
863,1/2/2017,96,2.58,2.6984375,2.88,
863,1/3/2017,96,2.45,2.6217709,2.82,
863,1/4/2017,96,2.13,2.3441668,2.45,
863,1/5/2017,96,1.59,1.7955208,2.1,
863,1/6/2017,96,1.15,1.3839583,1.59,
863,1/7/2017,96,1.13,1.2708334,1.4,
863,1/8/2017,96,1.1,1.2020833,1.34,
863,1/9/2017,96,0.99,1.0751041,1.18,
863,1/10/2017,96,0.83,1.0426042,1.26,
863,1/11/2017,96,0.77,0.8985417,0.99,
863,1/12/2017,96,0.22,0.57375,0.77,
863,1/13/2017,96,0.05,0.47520834,0.74,
863,1/14/2017,96,0,0.32270834,0.77,
863,1/15/2017,96,0,0.16072917,0.47,
863,1/16/2017,96,0,0.08260417,0.19,
863,1/17/2017,96,0,0.015,0.02,
863,1/18/2017,96,0,0.019375,0.02,
863,1/19/2017,96,0.02,0.0253125,0.05,
863,1/20/2017,96,0.02,0.02,0.02,
863,1/21/2017,96,0.02,0.02,0.02,
863,1/22/2017,96,0.02,0.02,0.02,
863,1/23/2017,96,0.02,0.02,0.02,
863,1/24/2017,96,0.02,0.02,0.02,
863,1/25/2017,96,0.02,0.02,0.02,
863,1/26/2017,96,0.02,0.020624999,0.05,
863,1/27/2017,96,0.02,0.03125,0.05,
863,1/28/2017,96,0.02,0.0278125,0.05,
863,1/29/2017,96,0.02,0.0428125,0.08,
863,1/30/2017,96,0.02,0.02125,0.05,
863,1/31/2017,96,0.02,0.0328125,0.08,
863,2/1/2017,96,0.02,0.0590625,0.11,
863,2/2/2017,96,0.02,0.05125,0.11,
863,2/3/2017,96,0.05,0.06375,0.11,
863,2/4/2017,96,0.02,0.05,0.11,
863,2/5/2017,96,0.02,0.06375,0.11,
863,2/6/2017,96,0.05,0.1021875,0.16,
863,2/7/2017,96,0.11,0.13291666,0.16,
863,2/8/2017,96,0.11,0.16947916,0.22,
863,2/9/2017,96,0.11,0.15718749,0.22,
863,2/10/2017,96,0,0.0334375,0.11,
863,2/11/2017,96,0,0.011979166,0.05,
863,2/12/2017,96,0,0.010625,0.02,
863,2/13/2017,96,0,0.023541667,0.05,
863,2/14/2017,96,0.02,0.02375,0.05,
863,2/15/2017,96,0.02,0.0365625,0.05,
863,2/16/2017,96,0.02,0.041875,0.08,
863,2/17/2017,96,0.02,0.03375,0.05,
863,2/18/2017,96,0.02,0.049375,0.08,
863,2/19/2017,96,0.05,0.05375,0.08,
863,2/20/2017,96,0.02,0.0565625,0.08,
863,2/21/2017,96,0.02,0.0446875,0.08,
863,2/22/2017,96,0.08,0.1046875,0.14,
863,2/23/2017,96,0.11,0.13447917,0.19,
863,2/24/2017,96,0.11,0.146875,0.19,
863,2/25/2017,96,0.11,0.14479166,0.19,
863,2/26/2017,96,0.14,0.14666666,0.16,
863,2/27/2017,96,0.05,0.14145833,0.19,
863,2/28/2017,96,0.02,0.069375,0.14,
863,3/1/2017,96,0,0.0203125,0.08,
863,3/2/2017,96,0,0.026979167,0.11,
863,3/3/2017,96,0,0.023229167,0.08,
863,3/4/2017,96,0.02,0.056875,0.14,
863,3/5/2017,96,0,0.053541668,0.14,
863,3/6/2017,96,0.05,0.0959375,0.19,
863,3/7/2017,96,0.05,0.11333333,0.19,
863,3/8/2017,96,0.08,0.15302083,0.25,
863,3/9/2017,96,0.11,0.16927083,0.27,
863,3/10/2017,96,0.11,0.1875,0.27,
863,3/11/2017,96,0.19,0.24552083,0.36,
863,3/12/2017,92,0.19,0.24304348,0.33,
863,3/13/2017,96,0.19,0.26489583,0.38,
863,3/14/2017,96,0.19,0.25489584,0.36,
863,3/15/2017,96,0.19,0.23833333,0.33,
863,3/16/2017,96,0.22,0.2915625,0.38,
863,3/17/2017,96,0.27,0.34739584,0.47,
863,3/18/2017,96,0.27,0.34416667,0.44,
863,3/19/2017,96,0.27,0.35604167,0.5,
863,3/20/2017,96,0.36,0.436875,0.55,
863,3/21/2017,96,0.38,0.454375,0.58,
863,3/22/2017,96,0.38,0.46229166,0.58,
863,3/23/2017,96,0.41,0.47416666,0.58,
863,3/24/2017,96,0.38,0.48770833,0.63,
863,3/25/2017,96,0.44,0.56166667,0.72,
863,3/26/2017,96,0.5,0.60270834,0.77,
863,3/27/2017,96,0.5,0.59708333,0.77,
863,3/28/2017,96,0.5,0.60479164,0.77,
863,3/29/2017,96,0.5,0.62125,0.8,
863,3/30/2017,96,0.52,0.6013542,0.72,
863,3/31/2017,96,0.5,0.5478125,0.63,
863,4/1/2017,96,0.47,0.54864585,0.69,
863,4/2/2017,96,0.44,0.56114584,0.74,
863,4/3/2017,96,0.27,0.46604165,0.66,
863,4/4/2017,96,0.3,0.48177084,0.66,
863,4/5/2017,96,0.41,0.4759375,0.55,
863,4/6/2017,96,0.44,0.5609375,0.72,
863,4/7/2017,96,0.41,0.5584375,0.74,
863,4/8/2017,96,0.47,0.6351042,0.85,
863,4/9/2017,96,0.55,0.6528125,0.85,
863,4/10/2017,96,0.5,0.623125,0.88,
863,4/11/2017,96,0.5,0.6692708,0.93,
863,4/12/2017,96,0.55,0.7211458,0.99,
863,4/13/2017,96,0.55,0.7884375,1.1,
863,4/14/2017,96,0.69,0.8228125,1.04,
863,4/15/2017,96,0.66,0.8196875,1.18,
863,4/16/2017,96,0.63,0.82395834,1.18,
863,4/17/2017,66,0.72,0.92439395,1.4,OTHER [ Deployment End Deployment End]
863,4/18/2017,24,0.91,1.0966667,1.4,
863,4/19/2017,24,1.04,1.2279167,1.53,
863,4/20/2017,24,1.02,1.2566667,1.62,
863,4/21/2017,24,0.83,1.1625,1.53,
863,4/22/2017,24,1.04,1.1595833,1.29,
863,4/23/2017,24,0.88,1.0554167,1.32,
863,4/24/2017,24,0.88,1.1229167,1.43,
863,4/25/2017,24,0.96,1.165,1.56,
863,4/26/2017,24,0.85,1.265,1.7,
863,4/27/2017,24,1.15,1.3370833,1.64,
863,4/28/2017,24,1.04,1.3575,1.86,
863,4/29/2017,24,0.99,1.3604167,1.78,
863,4/30/2017,24,1.1,1.4020833,1.59,
863,5/1/2017,24,1.02,1.3241667,1.78,
863,5/2/2017,24,1.04,1.325,1.75,
863,5/3/2017,24,1.18,1.5079167,1.91,
863,5/4/2017,24,0.88,1.2458333,1.59,
863,5/5/2017,24,0.14,0.44666666,1.1,
863,5/6/2017,24,0.11,0.175,0.27,
863,5/7/2017,24,0.19,0.41125,0.66,
863,5/8/2017,24,0.33,0.61333334,1.07,
863,5/9/2017,24,0.69,1.2145834,1.89,
863,5/10/2017,24,1.4,1.91875,2.66,
863,5/11/2017,24,1.75,2.2404168,3.04,
863,5/12/2017,24,0.66,0.99958336,1.67,
863,5/13/2017,24,0.8,1.2304167,1.64,
863,5/14/2017,24,1.37,2.10375,2.77,
863,5/15/2017,24,1.51,2.3779166,3.56,
863,5/16/2017,24,2.74,2.9395833,3.38,
863,5/17/2017,24,2.42,2.99625,3.88,
863,5/18/2017,24,2.93,3.3395834,3.72,
863,5/19/2017,24,3.3,3.9345832,5.13,
863,5/20/2017,24,3.83,4.4379168,5.49,
863,5/21/2017,24,3.99,5.0575,6.74,
863,5/22/2017,24,4.58,5.32375,6.1,
863,5/23/2017,24,3.96,5.0375,5.59,
863,5/24/2017,24,3.56,4.4591665,5.85,
863,5/25/2017,24,4.95,5.4575,6.18,
863,5/26/2017,24,3.8,4.4341664,5.28,
863,5/27/2017,24,3.75,4.1358333,4.71,
863,5/28/2017,24,3.93,4.670417,5.57,
863,5/29/2017,24,4.87,5.3445835,5.75,
863,5/30/2017,24,5.21,5.6379166,6.15,
863,5/31/2017,24,5.9,6.79,7.77,
863,6/1/2017,24,6.03,6.8254166,7.72,
863,6/2/2017,24,6.28,7.1349998,8.34,
863,6/3/2017,24,6.28,6.8816667,7.87,
863,6/4/2017,24,6.36,7.2833333,8.84,
863,6/5/2017,24,6.36,7.3108335,8.37,
863,6/6/2017,24,6.31,7.2716665,8.2,
863,6/7/2017,24,7.22,7.8112497,8.57,
863,6/8/2017,24,7.27,7.9154167,8.82,
863,6/9/2017,24,6.43,7.05875,8.69,
863,6/10/2017,24,6.38,6.7333336,7.07,
863,6/11/2017,24,6.38,7.0758333,7.95,
863,6/12/2017,24,6.61,7.3245835,7.87,
863,6/13/2017,24,6.61,6.9954166,7.49,
863,6/14/2017,24,6.56,6.80125,6.94,
863,6/15/2017,24,6.51,7.161667,7.75,
863,6/16/2017,24,6.86,7.45875,8.62,
863,6/17/2017,24,7.14,7.91125,8.97,
863,6/18/2017,24,7.77,8.476666,9.14,
863,6/19/2017,24,7.97,8.9054165,9.85,
863,6/20/2017,24,8.39,9.105416,9.73,
863,6/21/2017,24,6.76,7.3129168,8.07,
863,6/22/2017,24,6.2,6.642083,7.59,
863,6/23/2017,24,6.13,6.6379166,7.49,
863,6/24/2017,24,6.61,6.89375,7.22,
863,6/25/2017,24,6.59,7.19375,7.82,
863,6/26/2017,24,6.46,6.9900002,7.49,
863,6/27/2017,24,7.22,7.4625,7.87,
863,6/28/2017,24,7.22,8.189167,9.9,
863,6/29/2017,24,8.59,9.075833,9.71,
863,6/30/2017,24,8.59,8.874583,9.24,
863,7/1/2017,24,8.89,9.190001,9.63,
863,7/2/2017,24,7.9,8.345834,9.49,
863,7/3/2017,24,7.44,7.7091665,7.95,
863,7/4/2017,24,6.91,7.17625,7.72,
863,7/5/2017,24,6.59,7.2545834,8.37,
863,7/6/2017,24,7.59,8.430833,9.78,
863,7/7/2017,24,8.79,9.597083,10.49,
863,7/8/2017,24,9.53,10.221666,10.98,
863,7/9/2017,24,9.26,10.080833,10.66,
863,7/10/2017,24,9.81,10.1925,10.69,
863,7/11/2017,24,9.66,9.9525,10.61,
863,7/12/2017,24,9.46,10.104167,10.88,
863,7/13/2017,24,8.69,9.24625,10.05,
863,7/14/2017,24,8.52,8.77625,9.06,
863,7/15/2017,24,8.12,8.392917,8.82,
863,7/16/2017,24,8.37,9.170834,10.22,
863,7/17/2017,24,9.14,9.892083,10.57,
863,7/18/2017,24,9.98,10.239583,10.54,
863,7/19/2017,24,8.94,9.338333,9.93,
863,7/20/2017,24,9.26,9.9,10.47,
863,7/21/2017,24,9.88,10.309999,10.98,
863,7/22/2017,24,10,10.770833,11.61,
863,7/23/2017,24,9.29,9.884583,10.86,
863,7/24/2017,24,9.31,9.483334,9.76,
863,7/25/2017,24,9.31,9.5625,9.81,
863,7/26/2017,24,8.77,9.065833,9.39,
863,7/27/2017,24,8.64,9.324583,10.3,
863,7/28/2017,24,9.11,9.460834,10.22,
863,7/29/2017,24,8.99,9.595417,10.57,
863,7/30/2017,24,9.98,10.7508335,12.32,
863,7/31/2017,24,10.44,11.054167,11.83,
863,8/1/2017,24,11.49,12.15125,12.65,
863,8/2/2017,24,11.93,12.174583,12.46,
863,8/3/2017,24,11.81,12.522083,12.8,
863,8/4/2017,24,11.3,11.687083,12.51,
863,8/5/2017,24,12.29,12.444166,12.61,
863,8/6/2017,24,12.22,12.695416,13.31,
863,8/7/2017,24,12.63,12.983334,13.45,
863,8/8/2017,24,12.65,12.82875,13.11,
863,8/9/2017,24,12.51,12.69875,12.97,
863,8/10/2017,24,12.12,12.2612505,12.41,
863,8/11/2017,24,12.1,12.512917,13.16,
863,8/12/2017,24,11.61,12.159166,12.85,
863,8/13/2017,24,9.31,10.695833,11.61,
863,8/14/2017,24,6.97,7.7541666,9.09,
863,8/15/2017,24,6.89,7.12625,7.44,
863,8/16/2017,24,6.69,6.920417,7.14,
863,8/17/2017,24,6.36,7.135,7.97,
863,8/18/2017,24,7.67,7.9495835,8.27,
863,8/19/2017,24,7.7,8.286667,9.39,
863,8/20/2017,24,9.46,9.960417,10.37,
863,8/21/2017,24,9.81,10.069584,10.27,
863,8/22/2017,24,9.85,10.334583,11.05,
863,8/23/2017,24,10.42,10.583333,10.96,
863,8/24/2017,24,10.27,10.504583,10.83,
863,8/25/2017,24,10.39,10.732917,11.22,
863,8/26/2017,24,10.49,10.621667,10.88,
863,8/27/2017,24,10.05,10.390833,10.93,
863,8/28/2017,24,10.32,10.66375,11.32,
863,8/29/2017,24,10.25,10.464583,10.81,
863,8/30/2017,24,10.47,10.56125,10.69,
863,8/31/2017,24,10.27,10.50375,10.76,
863,9/1/2017,24,9.26,10.012083,10.61,
863,9/2/2017,24,9.14,9.366667,9.76,
