"","Site","seq_id","Agency_ID","SourceName","Contact_person","Contact_email","Contact_telephone","Latitude","Longitude","Waterbody_name","Sensor_accuracy","file_name","Sensor_Placement","Waterbody_type","Sensor_QAQC","Name","HUC8","Region","deshka","subset1","subset2","subset3"
"102","UW_Nerka Joe Creek",NA,NA,"uwASP",NA,NA,NA,59.59677,-158.87573,"Joe",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"103","UW_Nerka Kema Creek",NA,NA,"uwASP",NA,NA,NA,59.545584,-158.656191,"Kema",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"104","UW_Nerka Lynx Creek",NA,NA,"uwASP",NA,NA,NA,59.485329,-158.920334,"Lynx",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"105","UW_Nerka Lynx Creek Cold Tributary",NA,NA,"uwASP",NA,NA,NA,59.493917,-158.897689,"Lynx Creek - cold trib",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"106","UW_Nerka N4 Creek",NA,NA,"uwASP",NA,NA,NA,59.474494,-158.944723,"N4 Creek",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"107","UW_Nerka Pick Creek",NA,NA,"uwASP",NA,NA,NA,59.550053,-159.064001,"Pick",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"108","UW_Nerka Rainbow Creek",NA,NA,"uwASP",NA,NA,NA,59.664336,-159.156064,"Rainbow Creek",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"109","UW_Nerka Sam Creek",NA,NA,"uwASP",NA,NA,NA,59.58922,-158.89537,"Sam",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"110","UW_Nerka Seventh Creek",NA,NA,"uwASP",NA,NA,NA,59.579615,-158.914344,"7th",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"111","UW_Nerka Stovall Creek",NA,NA,"uwASP",NA,NA,NA,59.458751,-158.635026,"Stovall",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"112","UW_Nerka Teal Creek",NA,NA,"uwASP",NA,NA,NA,59.480963,-158.729867,NA,NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"113","UW_Agulowak River",NA,NA,"uwASP",NA,NA,NA,59.40911,-158.909784,"Agulowak River",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,0,0
"114","UW_Agulukpak River",NA,NA,"uwASP",NA,NA,NA,59.576285,-158.532078,"Agulupak River",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"115","UW_Aleknagik Sunshine Creek",NA,NA,"uwASP",NA,NA,NA,59.458923,-159.048356,"Sunshine",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,0,0
"116","UW_Nerka Little Togiak River",NA,NA,"uwASP",NA,NA,NA,59.559676,-159.08039,"LTR",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,0,0
"117","UW_Nerka Lynx Lake Tributary",NA,NA,"uwASP",NA,NA,NA,59.494025,-158.895996,"LynxLakeTrib",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,0
"118","UW_Nerka Beaver Creek",NA,NA,"uwASP",NA,NA,NA,59.55437,-158.58325,"Beaver",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,0
"119","UW_Nerka Bug Creek",NA,NA,"uwASP",NA,NA,NA,59.46354,-158.88681,"Bug",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,0,0
"120","UW_Nerka Pike Creek",NA,NA,"uwASP",NA,NA,NA,59.443075,-158.587823,"Pike",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,0,0
"121","UW_Nerka Sixth Creek",NA,NA,"uwASP",NA,NA,NA,59.576886,-158.923206,"6th",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,1,1
"122","UW_Beverley Silverhorn Creek",NA,NA,"uwASP",NA,NA,NA,59.667847,-158.946429,"Silverhorn",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,0,0
"123","UW_Aleknagik Squaw Creek",NA,NA,"uwASP",NA,NA,NA,59.04937,-158.568496,"Squaw",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Lower Nushagak River",19030303,"Bristol Bay",0,1,0,0
"124","UW_Aleknagik Youth Creek",NA,NA,"uwASP",NA,NA,NA,59.43361,-159.012787,"Youth",NA,"UWMetadata2021-06-14.csv",NA,NA,NA,"Wood River",19030304,"Bristol Bay",0,1,0,0
